CATEGORY,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Microinsurance,Demographics,Demographics,Demographics,Demographics,Development,Development,Development,Development,Economy,Economy,Economy,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Index Coverage Indicators,Index Coverage Indicators,Index Coverage Indicators,Index Coverage Indicators,Index Coverage Indicators,Index Coverage Indicators,Poverty,Poverty,Poverty,Poverty,Poverty,Poverty,Poverty,Poverty,Poverty
YEAR,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2010,2010,2010,2010,2010,2010,2010,2010,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2010,2010,2010,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2010
INDICATOR,Total coverage,Credit life coverage,Life coverage (excluding credit life),Life and accident coverage (excluding credit life),Health coverage,Accident coverage,Property coverage,Agriculture coverage,Total coverage ratio,Credit life coverage ratio,Life coverage ratio (excluding credit life),Life and accident coverage ratio (excluding credit life),Health coverage ratio,Accident coverage ratio,Property coverage ratio,Agriculture coverage ratio,Total coverage,Credit life coverage,Life coverage (excluding credit life),Life and accident coverage (excluding credit life),Health coverage,Accident coverage,Property coverage,Agriculture coverage,Total coverage ratio,Credit life coverage ratio,Life coverage ratio (excluding credit life),Life and accident coverage ratio (excluding credit life),Health coverage ratio,Accident coverage ratio,Property coverage ratio,Agriculture coverage ratio,Total coverage,Credit life coverage,Life coverage (excluding credit life),Life and accident coverage (excluding credit life),Health coverage,Accident coverage,Property coverage,Agriculture coverage,Total coverage ratio,Credit life coverage ratio,Life coverage ratio (excluding credit life),Life and accident coverage ratio (excluding credit life),Health coverage ratio,Accident coverage ratio,Property coverage ratio,Agriculture coverage ratio,Population,Urban Population,Population ages 15-64,Population Density,Human Development Index,"Literacy rate, total population ages 15 and above","Literacy rate, female","Literacy rate, male",GDP,GDP per capita,GDP Growth (5 year average),Remittances received,Number of MFIs,Number of active MFI borrowers,MFI Gross Loan Portfolio,Commercial deposit accounts,Coop and credit union deposit accounts,State Financial Institution deposit accounts,MFI deposit accounts,Remittances received,Number of MFIs,Number of active MFI borrowers,MFI Gross Loan Portfolio,Commercial deposit accounts,Coop and credit union deposit accounts,State Financial Institution deposit accounts,MFI deposit accounts,Public Expenditures on health,Per Capita total expenditure on health,Private expenditures on health,Out of pocket expenditures on health,External Resources for health,Under 5 mortality rate,Maternal mortality rates,Avgerage life expectancy,"Avgerage life expectancy, male","Avgerage life expectancy, female", Physician Density,"Impact of natural disasters, number of deaths","Impact of natural disasters, population affected",Permanent cropland,"Impact of natural disasters, number of deaths","Impact of natural disasters, population affected",Permanent cropland,Income share held by poorest 20% of the population,Poverty headcount ratio at 2 USD a day,Poverty headcount ratio at rural poverty line,Poverty headcount ratio at urban poverty line,Poverty headcount ratio at national poverty line,GINI Index,"Avgerage life expectancy, male","Avgerage life expectancy, female", Physician Density
MDG,17260,17260,0,0,0,0,0,0,0.083326015,0.083326015,0,0,0,0,0,0,2000,2000,,0,0,,0,0,0.010232125,0.010232125,,0,0,,0,0,937,937,0,0,0,0,0,,0.005238744,0.005238744,0,0,0,0,0,,20713819,32.5684,54.11642225,35.6189067,0.481,64.5,62.5,75.5,8720543554,421.0012434,3.075821143,316,7,111971,73122230,,,,,,,,,,,,33.29445,2.7,22,29.8,67.6,16.1,58,440,65,63,67,0.161,5,17121,,,,1.031743302,5.41,92.62,73.5,52,68.7,44.11,63,67,0.161
MWI,249674,249674,170138,170138,50798,0,53536,0,1.675569855,1.675569855,1.141801325,1.141801325,0.340906933,0,0.359281735,0,186521,143668,,174521,34815,,12000,4800,1.331806462,1.025825354,,1.246123469,0.248587784,,0.085682993,0.034273197,112000,56000,56000,56000,0,0,0,,0.873458687,0.436729343,0.436729343,0.436729343,0,0,0,,14900841,15.6956,51.06931393,158.0488014,0.395,73.7,49.8,76.1,5054150506,342.6828732,7.36,102,3,123324,27696107,,,,,,,,,163.435,12.13443,,,5.9,18,39.4,30.1,88.9,110,510,47,44,51,0.019,4,64924,,,,1.294017819,7.01,90.45,55.9,25.4,52.4,39.02,44,51,0.019
MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,111562,62912,0,0,48483,0,0,167,0.72585157,0.409321938,0,0,0.315443087,0,0,0.001086546,131559,83775,,0,47784,,0,0,0.909813907,0.579357247,,0,0.33045666,,0,0,75212,0,0,0,75212,0,0,,0.570797932,0,0,0,0.570797932,0,0,,15369809,34.9258,50.71782406,12.59624239,0.356,26.2,39.6,53.5,9422377319,601.9195565,4.72,739,8,184384,74507024,,,,,,,,,116.0216,,,107.1084,2.9,39,52.9,99.5,22.2,191,830,53,50,56,0.049,0,11678,,,,0.08195445,7.97,78.66,50.6,25.5,47.4,33.02,50,56,0.049
MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,5623,0,0,0,5623,0,0,0,0.162525114,0,0,0,0.162525114,0,0,0,12681,100,,130,12681,,0,0,0.38482618,0.00303466,,0.00394507,0.38482618,,0,0,3000,0,0,0,3000,0,0,,0.098449454,0,0,0,0.098449454,0,0,,3459773,41.51,57.6405864,3.356721645,0.451,57.5,43.4,59.5,3613898829,1051.021826,4.19907288,103,,,,,,,,,,,,,,,,1.6,27,38.6,100,27.4,117,550,58,57,60,0.13,1,41693,,,,0.010672359,6.02,47.69,59.4,20.8,42,40.46,57,60,0.13
MUS,78150,78150,78150,78150,78150,78150,0,0,6.101064544,6.101064544,6.101064544,6.101064544,6.101064544,6.101064544,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280924,41.7974,71.44827375,630.9970443,0.726,87.9,80.5,88.4,9714391397,7593.367875,4.482312091,356,,,,,,,,,,,,2109.039,,,,2,402,65.2,88.7,2,17,36,73,69,76,1.06,0,81,,,,1.97044335,,,,,,,69,76,1.06
MEX,14731412,8770320,13943492,13981412,3605658,5338931,0,0,12.9880235,7.73239675,12.29334987,12.32678223,3.178946515,4.707095375,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113423047,77.8,64.82202078,57.89,0.767,93.442,85.3,86.9,1.04E+12,9123.405857,1.773089473,22731,52,5975311,1962828814,,,,,,,,,1096.76,7.24,63.2,30.24,2.7,588,53.1,92.9,0,17,85,76.46556098,73.7,78.6,1.959,1,7097,,,,1.388924612,0.0473,5.19,60.8,45.5,32.7,48.28,73.7,78.6,1.959
FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,20000,0,0,0,0,0,0,20000,0.062595043,0,0,0,0,0,0,0.062595043,8540,0,,0,0,,0,8540,0.027265657,0,,0,0,,0,0.027265657,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,31951412,57.041,66.79777224,71.59178131,0.579,56.1,39.6,65.7,90802867575,2795.542399,4.897785889,6116,,,,,,,,,,,,265.2785,112.3551,34.50441,,1.7,149,63.7,86.3,0.2,38,110,73,71,75,0.62,1,419,,,,2.240645306,6.52,14.03,14.5,4.8,9,40.88,71,75,0.62
MOZ,53536,53536,0,0,0,0,0,0,0.228876653,0.228876653,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,23390765,31.2156,52.73873357,29.74486253,0.317,55.1,32.7,63.5,9209366611,409.8277901,7.288344124,565,7,44931,22297283,,,,,,,,,140.502,,,,3.5,21,24.8,28.2,80.8,142,550,49,47,51,0.027,1,25059,,,,0.31791246,5.23,81.77,56.9,49.6,54.7,45.66,47,51,0.027
MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM,1275109,0,1201000,1204866,13688,4866,0,0,55.84527408,0,52.59956142,52.76887858,0.599486092,0.213113627,0,0,141969,17709,,91969,54479,,0,50000,6.451898772,0.80480017,,4.179607366,2.47584327,,0,2.272291406,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,2283289,38.3908,60.32643633,2.773371473,0.622,88.5,83.5,86.8,11133250765,5330.175866,4.369063246,,1,,2764984,,,,,,,,,757.6134,,,,3.2,284,45.4,17.9,21.4,48,180,57,53,62,0.374,7,40481,,,,0.009717111,3.15,51.1,49,17,38,63.9,53,62,0.374
NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,120904,78256,118247,118247,602,99997,0,0,2.088814707,1.352000626,2.042910678,2.042910678,0.010400536,1.727612025,0,0,,,,,,,,,,,,,,,,,29035,0,29035,29035,0,0,0,,0.535272889,0,0.535272889,0.535272889,0,0,0,,5788163,57.3,61.48074817,43.46,0.587,78.003,67.8,67.2,6590593827,1131.824114,3.679408958,1053,22,302582,272883574,,,,,,,,,,,,,4.5,105,45.4,92.2,10.3,26,100,73.43443902,69.9,76.1,0.37,7,11487,,,,1.911251454,0.0622,0,67.9,29.1,31.3,,69.9,76.1,0.37
NER,250,0,0,250,250,250,0,0,0.00161166,0,0,0.00161166,0.00161166,0.00161166,0,0,2370,0,,0,2370,,0,0,0.016401376,0,,0,0.016401376,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,15511953,17.8684,48.85063108,12.24595642,0.293,,15.1,42.9,5410507420,357.7121526,5.101133603,205,3,72149,15817397,,,,,,,,,25.07494,,,26.83195,2.8,21,42.3,96.2,26.3,160,820,57,57,58,0.019,0,96596,,,,0.047367175,8.09,75.23,63.9,36.7,59.5,34.55,57,58,0.019
NGA,1079789,1300,983271,983271,95218,0,0,0,0.681585224,0.000820587,0.62066106,0.62066106,0.060103578,0,0,0,106992,24000,,35000,61992,,0,0,0.071012831,0.015929303,,0.023230233,0.041145389,,0,0,2725,0,2725,2725,0,0,0,,0.001948888,0,0.001948888,0.001948888,0,0,0,,158423182,49.6152,53.78968285,173.9442252,0.454,60.8,60.6,75.7,1.97E+11,1222.477264,6.699965621,5397,39,977297,185567988,,,,,,,,,461.2101,,,34.00324,1.7,73,63.3,95.4,4.6,138,840,54,53,54,0.395,0,1295,,,,3.293916137,4.41,84.49,63.8,43.1,54.7,48.83,53,54,0.395
NIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAN,63569,10069,53745,53745,50000,53745,0,0,1.807570476,0.286309791,1.528227205,1.528227205,1.421738957,1.528227205,0,0,,,,,,,,,,,,,,,,,62000,40000,22000,22000,0,0,0,,1.914572397,1.235207998,0.679364399,0.679364399,0,0,0,,3516820,74.8,64.62403764,45.88,0.765,93.611,91.2,92.5,26777100000,7588.893935,7.719586015,592,3,14866,22136530,,,,,,,,,411.92,,351.35,5.5,4.3,493,30.7,83.5,0.2,23,71,75.8012439,73,78.2,,2,3612,,,,1.97740113,0.033,13.8,59.8,17.7,31.3,51.92,73,78.2,
PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRY,53505,7,53505,53505,0,53302,149,142,0.828950377,0.000108451,0.828950377,0.828950377,0,0.825805308,0.00230845,0,,,,,,,,,,,,,,,,,42000,42000,0,0,0,0,0,,0.712128015,0.712128015,0,0,0,0,0,,6454548,61.5,61.66656187,15.88,0.662,94.558,93,94.9,18331385476,2840.349596,5.621999156,789,6,500660,986204462,,,,,,,,,108.74,,,,2.4,161,59.9,88.2,1.6,23,95,72.06831707,69.7,73.9,1.11,0,7307,,,,0.251698968,0.0326,13.22,48.9,24.7,31.3,52.42,69.7,73.9,1.11
PER,5283286,4094708,1210872,3482574,205294,3226469,0,0,18.1702881,14.08252819,4.164433478,11.97727568,0.706047548,11.09647883,0,0,,,,,,,,,,,,,,,,,4091292,3846838,241295,241295,34454,0,0,,14.84569939,13.95867138,0.875565233,0.875565233,0.125020098,0,0,,29076512,71.6,64.24074122,22.76,0.721,89.591,89.4,96.4,1.54E+11,5401.370135,7.213918239,2697,59,3636903,8767290355,,,,,,,,,783.37,,242.89,84.88,2.5,200,40.6,75.4,0.8,21,98,73.54307317,70.6,75.9,0.92,6,20752,,,,0.6171875,0.0391,12.74,48.9,19.1,28.5,48.14,70.6,75.9,0.92
PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,13000,6000,6000,6000,0,0,0,7000,0.1223644,0.056475877,0.056475877,0.056475877,0,0,0,0.065888523,,,,,,,,,,,,,,,,,284000,0,0,0,284000,0,0,,3.086377155,0,0,0,3.086377155,0,0,,10624005,19.1192,54.55332345,430.6447102,0.425,70.7,64.7,76.3,5624294585,529.712418,7.5,149,12,79451,35557503,,,,,,,,,226.1456,,,,4.9,45,52.2,44.4,42.6,111,540,59,57,60,0.024,1,9919,,,,11.34981759,5.16,82.37,48.7,22.1,44.9,53.09,57,60,0.024
KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,744045,134803,0,0,609182,0,0,60,5.984086189,1.08417202,0,0,4.899431611,0,0,0.000482558,346764,91423,,0,266351,,0,0,2.941888364,0.775617596,,0,2.259677786,,0,0,616604,0,40604,40604,576000,0,0,,5.67153438,0,0.373476302,0.373476302,5.298058078,0,0,,12433728,42.5598,54.10566927,64.58073028,0.457,49.7,29.2,51.5,12855297513,1041.845526,3.420207277,667,16,350297,400863292,,,,,,,,,109.3492,,,96.71864,3.2,62,44.6,78.5,11.4,93,410,62,60,63,0.059,0,7377,,,,0.285669766,6.22,60.36,61.9,35.1,50.8,39.19,60,63,0.059
SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,,4000,0,,4000,0,4.6000276,0,,4.6000276,0,,4.6000276,0,,,,,,,,,,,,,,,,,86525,53.6236,,188.0978261,0.771,91.8,92.3,91.4,963006565.5,10824.72366,4.719812293,,,,,,,,,,,,,,,,,3.6,459,25.2,30.9,1.6,12,,73,69,77,1.51,0,7860,,,,4.347826087,3.71,1.84,,,,65.77,69,77,1.51
SLE,1210,1210,1210,1210,0,0,1210,0,0.020621944,0.020621944,0.020621944,0.020621944,0,0,0.020621944,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,5867536,39.2558,55.24813976,81.92594247,0.334,40.9,24.4,46.9,1909761902,324.6703634,5.481098336,168,3,32955,4289851,,,,,,,,,98.6225,,,,1.4,47,93.5,89.5,17,192,970,49,48,50,0.016,3,361,,,,1.815135437,6.09,,78.5,47,66.4,42.52,48,50,0.016
SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAF,27232642,3554280,23667745,23667745,0,0,10615,0,54.47476261,7.109797105,47.34372781,47.34372781,0,0,0.021233695,0,8227387,3800000,,6841387,100000,,9005,56,16.86181069,7.787998866,,14.02124058,0.204947339,,0.018455508,0.000114771,,,,,,,,,,,,,,,,,49991300,61.9868,65.35422778,41.16305878,0.615,88.7,85.7,87,3.64E+11,7275.343964,3.181328452,1489,3,5959,2535791279,,,,,,,,,839.1341,,,,3.6,459,60.3,29.7,1.2,62,410,54,54,55,0.77,1,30398,,,,0.782234226,2.7,31.33,,,23,63.14,54,55,0.77
ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDN,141195,695,92020,92715,92020,695,48480,140500,0.420177733,0.002068229,0.273839406,0.275907635,0.273839406,0.002068229,0.144270098,0.418109504,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,33603637,33.2352,56.5943748,18.3299415,0.406,70.2,50.5,71.8,66996504056,1424.638758,7.34162429,769,,,,,,,,,,,,,,,,1.3,97,66.9,95.8,4.3,108,750,59,59,59,0.28,1,13909,,,,0.097222222,6.81,44.14,57.6,26.5,46.5,35.29,59,59,0.28
SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,127000,35000,127000,127000,0,0,0,0,12.03214382,3.315945149,12.03214382,12.03214382,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,1055506,21.2808,58.70188668,61.36662791,0.52,86.9,80.8,82.6,3697606785,3073.435858,2.041281002,89,,,,,,,,,,,,236.1068,,147.3844,,3.8,141,39.2,42.2,11.1,73,420,49,47,50,0.16,0,117337,,,,0.872093023,4.05,60.4,,,,51.49,47,50,0.16
SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
